2024-08-29 15:24:49.606 | INFO     | __main__:main:16 - Initializing the literature search
2024-08-29 15:26:40.084 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Applications of option-pricing theory: twenty-five years later
2024-08-29 15:26:45.476 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Pride and prejudice: The human side of incentive theory
2024-08-29 15:26:46.059 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Information and the Change in the Paradigm in Economics
2024-08-29 15:26:50.327 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The rise of noncommunicable diseases in Latin America and the Caribbean: challenges for public health policies
2024-08-29 15:26:51.810 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The productivity of Colombian public schools and its determinants from a value-added perspective, 2014–2019
2024-08-29 15:26:56.561 | INFO     | src.scholar:search_google_scholar:133 - Found 28 results for journal American Economic Review
2024-08-29 15:26:56.565 | INFO     | __main__:main:25 - Processing journal Econometrica
2024-08-29 15:26:59.022 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentives to exercise
2024-08-29 15:26:59.849 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Gift exchange in the field
2024-08-29 15:27:00.415 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Ideology and performance in public organizations
2024-08-29 15:27:00.768 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The economics of labor coercion
2024-08-29 15:27:01.927 | INFO     | src.scholar:search_google_scholar:133 - Found 4 results for journal Econometrica
2024-08-29 15:27:01.929 | INFO     | __main__:main:25 - Processing journal Economic Policy
2024-08-29 15:27:03.540 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Extrinsic and intrinsic motivations for tax compliance: Evidence from a field experiment in Germany
2024-08-29 15:27:05.126 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Moral suasion and economic incentives: Field experimental evidence from energy demand
2024-08-29 15:27:07.714 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The behavioralist goes to school: Leveraging behavioral economics to improve educational performance
2024-08-29 15:27:08.985 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Payment choice, image motivation and contributions to charity: evidence from a field experiment
2024-08-29 15:27:10.234 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Will there be blood? Incentives and displacement effects in pro-social behavior
2024-08-29 15:27:11.074 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The importance of intrinsic and exrinsic motivation for measuring IQ
2024-08-29 15:27:13.352 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Revised version published in American Economic Journal: Economic Policy, 2018, 10 (1)
2024-08-29 15:27:15.001 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Can small incentives have large effects? The impact of taxes versus bonuses on disposable bag use
2024-08-29 15:27:20.357 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Employees' reaction to gender pay transparency: an online experiment
2024-08-29 15:27:21.026 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Impact of culture on work motivation: Case of Bosnia and Herzegovina
2024-08-29 15:27:23.400 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for PERFORMANCE MANAGEMENT OF ACADEMIC STAFF ON THE EXAMPLE OF THE FACULTIES OF ECONOMICS IN UNIVERSITY OF TARTU AND IN TALLINN …
2024-08-29 15:27:25.754 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Organisational form and individual motivation: public ownership, privatisation and fat cats
2024-08-29 15:27:26.853 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Performance Management of Academic Staff on the Example of the Faculties of Economics in University of Tartu and in Tallinn University of Technology
2024-08-29 15:27:29.137 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Guide to reform of higher education: a European perspective
2024-08-29 15:27:29.790 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Using Technology to Promote Participation in Emerging Democracies: VIP: Voice and the 2014 South African Election
2024-08-29 15:27:30.329 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Asymmetric incentives in subsidies: Evidence from a large-scale electricity rebate program
2024-08-29 15:27:32.254 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Public policy for a knowledge economy
2024-08-29 15:27:35.228 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Tax simplification and tax compliance: An economic perspective
2024-08-29 15:27:36.370 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Implicit preferences
2024-08-29 15:27:37.098 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Emerging and near future challenges of higher education in East Asia
2024-08-29 15:27:37.515 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Knowledge in the modern economy
2024-08-29 15:27:39.814 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for A quality policy for America
2024-08-29 15:27:42.747 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The dynamics of family systems: lessons from past and present times
2024-08-29 15:27:43.594 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Culture, Institutions, and Equilibria: A Framework
2024-08-29 15:27:44.359 | INFO     | src.scholar:search_google_scholar:133 - Found 28 results for journal Economic Policy
2024-08-29 15:27:44.362 | INFO     | __main__:main:25 - Processing journal Experimental Economics
2024-08-29 15:27:46.767 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Self-selection into laboratory experiments: pro-social motives versus monetary incentives
2024-08-29 15:27:48.231 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for In absence of money: a field experiment on volunteer work motivation
2024-08-29 15:27:49.753 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentives for creativity
2024-08-29 15:27:52.355 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Energy saving in a simulated environment: An online experiment of the interplay between nudges and financial incentives
2024-08-29 15:27:52.948 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for An experimental examination of compensation schemes and level of effort in differentiated tasks
2024-08-29 15:27:59.982 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The relationship between monetary incentives, social status, and physical activity
2024-08-29 15:28:00.640 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Intrinsic motivation in economics: a history
2024-08-29 15:28:01.849 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Using experimental methods to understand why and how we give to charity
2024-08-29 15:28:06.851 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for On the psychology of bonuses: The effects of loss aversion and Yerkes-Dodson law on performance in cognitively and mechanically demanding tasks
2024-08-29 15:28:10.837 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Immaterial and monetary gifts in economic transactions: Evidence from the field
2024-08-29 15:28:12.614 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for How to hire helpers? Evidence from a field experiment
2024-08-29 15:28:15.175 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Decision making costs and problem solving performance
2024-08-29 15:28:15.919 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Give me a challenge or give me a raise
2024-08-29 15:28:17.768 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Will one size fit all? Incentives designed to nurture prosocial behaviour
2024-08-29 15:28:20.035 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Responding to requests for help: Effects of payoff schemes with small monetary units
2024-08-29 15:28:21.063 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Combining “real effort” with induced effort costs: the ball-catching task
2024-08-29 15:28:25.472 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The effect of random shocks on reciprocal behavior in dynamic principal-agent settings
2024-08-29 15:28:27.730 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Classroom experiments as a replication device
2024-08-29 15:28:28.153 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Status quo effects in fairness games: reciprocal responses to acts of commission versus acts of omission
2024-08-29 15:28:31.538 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Meaning and gender differences
2024-08-29 15:28:31.891 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Monetary incentives in the loss domain: An experimental comparison of three rewarding schemes including real losses
2024-08-29 15:28:35.074 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Saving behavior and cognitive abilities
2024-08-29 15:28:35.402 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Does award and origin labeling influence consumers' willingness-to-pay beyond sensory cues? An experimental auction on improved Philippine tablea (cocoa liquor)
2024-08-29 15:28:37.083 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Does goal revision undermine self-regulation through goals? An experiment
2024-08-29 15:28:38.310 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Principal's distributive preferences and the incentivization of agents
2024-08-29 15:28:39.596 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for An experiment on energy-saving competition with socially responsible consumers: Opening the black box
2024-08-29 15:28:41.164 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The demand and supply of esteem: An experimental analysis
2024-08-29 15:28:54.554 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for An experimental study of gender differences in agency relationships
2024-08-29 15:28:57.302 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Nice to you, nicer to me: Does self-serving generosity diminish the reciprocal response?
2024-08-29 15:28:58.291 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Nudges and peak pricing: A common pool resource energy conservation experiment
2024-08-29 15:28:58.823 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The double dividend of social information in charitable giving: Evidence from a framed field experiment
2024-08-29 15:28:59.558 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Risky choices and solidarity: disentangling different behavioural channels
2024-08-29 15:29:01.700 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Experiments in political psychology
2024-08-29 15:29:05.399 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for CeDEx Discussion Paper Series
2024-08-29 15:29:06.539 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for How the honesty oath works: Quick, intuitive truth telling under oath
2024-08-29 15:29:10.006 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Fairness in the labour market: A survey of experimental results
2024-08-29 15:29:11.232 | INFO     | src.scholar:search_google_scholar:133 - Found 53 results for journal Experimental Economics
2024-08-29 15:29:11.236 | INFO     | __main__:main:25 - Processing journal Journal of Applied Econometrics
2024-08-29 15:29:12.697 | INFO     | src.scholar:search_google_scholar:133 - Found 0 results for journal Journal of Applied Econometrics
2024-08-29 15:29:12.698 | INFO     | __main__:main:25 - Processing journal Journal of Development Economics
2024-08-29 15:29:14.433 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Social and financial incentives for overcoming a collective action problem
2024-08-29 15:29:15.008 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Motivating volunteer health workers in an african capital city
2024-08-29 15:29:16.797 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Social ties at work and effort choice: Experimental evidence from Tanzania
2024-08-29 15:29:17.475 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Household economic strengthening through financial and psychosocial programming: evidence from a field experiment in South Africa
2024-08-29 15:29:20.862 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Data and policy decisions: Experimental evidence from Pakistan
2024-08-29 15:29:23.465 | INFO     | src.scholar:search_google_scholar:133 - Found 7 results for journal Journal of Development Economics
2024-08-29 15:29:23.467 | INFO     | __main__:main:25 - Processing journal Journal of Economic Growth
2024-08-29 15:29:25.373 | INFO     | src.scholar:search_google_scholar:133 - Found 0 results for journal Journal of Economic Growth
2024-08-29 15:29:25.374 | INFO     | __main__:main:25 - Processing journal Journal of Financial Economics
2024-08-29 15:29:27.824 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for CEO compensation: Evidence from the field
2024-08-29 15:29:28.675 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Motivating collusion
2024-08-29 15:29:37.681 | INFO     | src.scholar:search_google_scholar:133 - Found 3 results for journal Journal of Financial Economics
2024-08-29 15:29:37.684 | INFO     | __main__:main:25 - Processing journal Journal of Financial Intermediation
2024-08-29 15:29:40.005 | INFO     | src.scholar:search_google_scholar:133 - Found 0 results for journal Journal of Financial Intermediation
2024-08-29 15:29:40.006 | INFO     | __main__:main:25 - Processing journal Journal of Human Resources
2024-08-29 15:29:41.610 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The effect of work motivation on employee performance: Empirical evidence from 4-star hotels in Mongolia
2024-08-29 15:29:41.968 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Compensation: impact of rewards and organisational justice on turnover intentions and the role of motivation and job satisfaction: a study of retail store operations in …
2024-08-29 15:29:42.511 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Employee Compensation, Supervisor Support and Performance of Academic Staff in Kenyan Chartered Public Universities
2024-08-29 15:29:43.018 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentivizing schooling for learning: Evidence on the impact of alternative targeting approaches
2024-08-29 15:29:45.370 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The impact of motivation on job performance: A review of literature
2024-08-29 15:29:50.573 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Teacher performance-based incentives and learning inequality
2024-08-29 15:29:52.688 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Career satisfaction and future intentions in the hospitality industry: An intrinsic or an extrinsic proposition?
2024-08-29 15:29:55.489 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Factors affecting employee turnover: the case of Lebanese retail companies
2024-08-29 15:29:56.402 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Using incentives to encourage healthy eating in children
2024-08-29 15:29:56.791 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Work expectations and other factors influencing male apprentices' intentions to quit their trade
2024-08-29 15:29:57.256 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Enhancing Employees' Motivation Amid the Crisis of COVID-19
2024-08-29 15:30:02.244 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Earnings functions and nonpecuniary benefits
2024-08-29 15:30:04.957 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Performance appraisal reappraised: It's not all positive
2024-08-29 15:30:05.514 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The economics and psychology of personality traits
2024-08-29 15:30:06.954 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for HR practices, affective commitment and creative task performance: a review and futuristic research agenda
2024-08-29 15:30:07.660 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Freelancers as part-time employees: Dimensions of FVP and FJS in E-lancing platforms
2024-08-29 15:30:08.048 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Employee engagement: a mediator between organizational inducements and industry loyalty among workers in the hospitality industry in Uganda
2024-08-29 15:30:16.453 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Exploring motivations in C hinese corporate expatriation through the lens of C onfucianism
2024-08-29 15:30:30.052 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The economics and psychology of cognitive and non-cognitive traits
2024-08-29 15:30:33.238 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Using behavioral insights to increase parental engagement
2024-08-29 15:30:35.135 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for ORGANIZATIONAL CULTURE AND JOB SATISFACTION, IN BANKING SECTOR–A REVIEW
2024-08-29 15:30:35.627 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Do altruistic mental health care providers have better treatment outcomes?
2024-08-29 15:30:37.370 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for K Peter Kuchinke
2024-08-29 15:30:38.039 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Health professionals working in remote A ustralia: a review of the literature
2024-08-29 15:30:45.054 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for W,. Wambua, P.(2017)
2024-08-29 15:30:47.507 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Organizational support and pro-organizational behaviors in hotel family-SMEs: The role of emotional intelligence
2024-08-29 15:30:47.894 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Relishing competence or avoiding the stretch assignment? Gender differences in what makes employees “love” work
2024-08-29 15:30:48.242 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Critical issues in managing age diversity in Australia
2024-08-29 15:30:48.721 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Transformational leadership and frontline managers work engagement, innovative work behavior, organizational citizenship behavior, and employee sustainability in …
2024-08-29 15:30:51.371 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Factors influencing the retention of international IT talent: an empirical investigation in Singapore
2024-08-29 15:30:51.730 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Comparing US and Russian management styles: the influence of cultures on cooperative business ventures
2024-08-29 15:30:52.209 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for From Kyoto to Kowloon: Cultural barriers to the transference of quality circles from Japan to Hong Kong
2024-08-29 15:30:52.678 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Motivating foodservice employees to follow safe food handling practices: Perspectives from a multigenerational workforce
2024-08-29 15:30:57.624 | INFO     | src.scholar:search_google_scholar:133 - Found 59 results for journal Journal of Human Resources
2024-08-29 15:30:57.629 | INFO     | __main__:main:25 - Processing journal Journal of International Economics
2024-08-29 15:31:00.011 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for High-performance work system based on the AMO model, knowledge sharing, and employee performance in Vietnam's private firms
2024-08-29 15:31:04.981 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal Journal of International Economics
2024-08-29 15:31:04.983 | INFO     | __main__:main:25 - Processing journal Journal of Labor Economics
2024-08-29 15:31:07.610 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Altruism or money? Reducing teacher sorting using behavioral strategies in Peru
2024-08-29 15:31:10.472 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The Efficacy of Tournaments for Nonroutine Team Tasks
2024-08-29 15:31:11.738 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Happiness and productivity
2024-08-29 15:31:12.909 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Attribution and reciprocity in an experimental labor market
2024-08-29 15:31:14.538 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for When is social responsibility socially desirable?
2024-08-29 15:31:15.980 | INFO     | src.scholar:search_google_scholar:133 - Found 8 results for journal Journal of Labor Economics
2024-08-29 15:31:15.981 | INFO     | __main__:main:25 - Processing journal Journal of Political Economy
2024-08-29 15:31:18.274 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Moral incentives in credit card debt repayment: Evidence from a field experiment
2024-08-29 15:31:19.914 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Confronting objections to performance pay: the impact of individual and gain‐sharing incentives on job satisfaction
2024-08-29 15:31:24.268 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Behavioral political economy: A survey
2024-08-29 15:31:25.322 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Physician incentives in health maintenance organizations
2024-08-29 15:31:25.649 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Self-control at work
2024-08-29 15:31:28.261 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Wage rigidity in a competitive incomplete contract market
2024-08-29 15:31:28.624 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The old lady visits your backyard: A tale of morals and markets
2024-08-29 15:31:28.990 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The Effect of Incentives in Nonroutine Analytical Team Tasks
2024-08-29 15:31:29.360 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for What do employee referral programs do? Measuring the direct and overall effects of a management practice
2024-08-29 15:31:33.694 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Experimental tests of rational inattention
2024-08-29 15:31:34.065 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Caring or pretending to care? social impact, firms' objectives, and welfare
2024-08-29 15:31:36.037 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Willpower and personal rules
2024-08-29 15:31:36.401 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentive contracts versus trust in three-person ultimatum games: an experimental study
2024-08-29 15:31:38.040 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Wage Rigidity in a Competitive lncomplete
2024-08-29 15:31:38.822 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Efficiency and justice revisited
2024-08-29 15:31:39.191 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Behavioral economics of corruption and its implications
2024-08-29 15:31:43.419 | INFO     | src.scholar:search_google_scholar:133 - Found 20 results for journal Journal of Political Economy
2024-08-29 15:31:43.422 | INFO     | __main__:main:25 - Processing journal Journal of Public Economics
2024-08-29 15:31:46.172 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Do norms on contribution behavior affect intrinsic motivation? field-experimental evidence from germany
2024-08-29 15:31:47.499 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for No margin, no mission? A field experiment on incentives for public service delivery
2024-08-29 15:31:48.377 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Public good provision and property tax compliance: Evidence from a natural experiment
2024-08-29 15:31:49.154 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Learning for a bonus: How financial incentives interact with preferences
