2024-08-30 13:16:40.173 | INFO     | scholar_wizard.search.index:search:93 - Starting literature search
2024-08-30 13:19:38.527 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Implicit preferences
2024-08-30 13:19:40.260 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Emerging and near future challenges of higher education in East Asia
2024-08-30 13:19:40.565 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Knowledge in the modern economy
2024-08-30 13:19:42.287 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for A quality policy for America
2024-08-30 13:19:49.462 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The dynamics of family systems: lessons from past and present times
2024-08-30 13:19:50.378 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Culture, Institutions, and Equilibria: A Framework
2024-08-30 13:19:51.087 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Experimental Economics (7/25)
2024-08-30 13:19:53.229 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 53 results
2024-08-30 13:19:53.230 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Self-selection into laboratory experiments: pro-social motives versus monetary incentives
2024-08-30 13:19:54.217 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for In absence of money: a field experiment on volunteer work motivation
2024-08-30 13:19:55.523 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Incentives for creativity
2024-08-30 13:19:56.966 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Energy saving in a simulated environment: An online experiment of the interplay between nudges and financial incentives
2024-08-30 13:19:57.662 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for An experimental examination of compensation schemes and level of effort in differentiated tasks
2024-08-30 13:20:03.511 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The relationship between monetary incentives, social status, and physical activity
2024-08-30 13:20:04.219 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Intrinsic motivation in economics: a history
2024-08-30 13:20:05.134 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Using experimental methods to understand why and how we give to charity
2024-08-30 13:20:06.850 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for On the psychology of bonuses: The effects of loss aversion and Yerkes-Dodson law on performance in cognitively and mechanically demanding tasks
2024-08-30 13:20:09.698 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Immaterial and monetary gifts in economic transactions: Evidence from the field
2024-08-30 13:20:11.234 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for How to hire helpers? Evidence from a field experiment
2024-08-30 13:20:13.412 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Decision making costs and problem solving performance
2024-08-30 13:20:14.021 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Give me a challenge or give me a raise
2024-08-30 13:20:15.021 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Will one size fit all? Incentives designed to nurture prosocial behaviour
2024-08-30 13:20:19.546 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Responding to requests for help: Effects of payoff schemes with small monetary units
2024-08-30 13:20:20.732 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Combining “real effort” with induced effort costs: the ball-catching task
2024-08-30 13:20:24.185 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The effect of random shocks on reciprocal behavior in dynamic principal-agent settings
2024-08-30 13:20:25.449 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Classroom experiments as a replication device
2024-08-30 13:20:25.788 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Status quo effects in fairness games: reciprocal responses to acts of commission versus acts of omission
2024-08-30 13:20:28.256 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Meaning and gender differences
2024-08-30 13:20:28.580 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Monetary incentives in the loss domain: An experimental comparison of three rewarding schemes including real losses
2024-08-30 13:20:31.875 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Saving behavior and cognitive abilities
2024-08-30 13:20:32.163 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Does award and origin labeling influence consumers' willingness-to-pay beyond sensory cues? An experimental auction on improved Philippine tablea (cocoa liquor)
2024-08-30 13:20:33.378 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Does goal revision undermine self-regulation through goals? An experiment
2024-08-30 13:20:34.549 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Principal's distributive preferences and the incentivization of agents
2024-08-30 13:20:35.750 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for An experiment on energy-saving competition with socially responsible consumers: Opening the black box
2024-08-30 13:20:37.161 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The demand and supply of esteem: An experimental analysis
2024-08-30 13:20:45.487 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for An experimental study of gender differences in agency relationships
2024-08-30 13:20:46.947 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Nice to you, nicer to me: Does self-serving generosity diminish the reciprocal response?
2024-08-30 13:20:47.734 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Nudges and peak pricing: A common pool resource energy conservation experiment
2024-08-30 13:20:48.446 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The double dividend of social information in charitable giving: Evidence from a framed field experiment
2024-08-30 13:20:49.011 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Risky choices and solidarity: disentangling different behavioural channels
2024-08-30 13:20:52.572 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Experiments in political psychology
2024-08-30 13:20:54.028 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for CeDEx Discussion Paper Series
2024-08-30 13:20:54.879 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for How the honesty oath works: Quick, intuitive truth telling under oath
2024-08-30 13:20:57.404 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Fairness in the labour market: A survey of experimental results
2024-08-30 13:20:58.420 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Applied Econometrics (8/25)
2024-08-30 13:20:59.894 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 0 results
2024-08-30 13:20:59.899 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Development Economics (9/25)
2024-08-30 13:21:02.056 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 7 results
2024-08-30 13:21:02.057 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Social and financial incentives for overcoming a collective action problem
2024-08-30 13:21:02.601 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Motivating volunteer health workers in an african capital city
2024-08-30 13:21:03.036 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Social ties at work and effort choice: Experimental evidence from Tanzania
2024-08-30 13:21:03.568 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Household economic strengthening through financial and psychosocial programming: evidence from a field experiment in South Africa
2024-08-30 13:21:04.545 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Data and policy decisions: Experimental evidence from Pakistan
2024-08-30 13:21:06.035 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Economic Growth (10/25)
2024-08-30 13:21:08.657 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 0 results
2024-08-30 13:21:08.661 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Financial Economics (11/25)
2024-08-30 13:21:10.427 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 3 results
2024-08-30 13:21:10.428 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for CEO compensation: Evidence from the field
2024-08-30 13:21:10.993 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Motivating collusion
2024-08-30 13:21:13.535 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Financial Intermediation (12/25)
2024-08-30 13:21:15.313 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 0 results
2024-08-30 13:21:15.323 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Human Resources (13/25)
2024-08-30 13:21:17.442 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 59 results
2024-08-30 13:21:17.443 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The effect of work motivation on employee performance: Empirical evidence from 4-star hotels in Mongolia
2024-08-30 13:21:17.751 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Compensation: impact of rewards and organisational justice on turnover intentions and the role of motivation and job satisfaction: a study of retail store operations in …
2024-08-30 13:21:18.182 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Employee Compensation, Supervisor Support and Performance of Academic Staff in Kenyan Chartered Public Universities
2024-08-30 13:21:18.596 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Incentivizing schooling for learning: Evidence on the impact of alternative targeting approaches
2024-08-30 13:21:20.321 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The impact of motivation on job performance: A review of literature
2024-08-30 13:21:22.613 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Teacher performance-based incentives and learning inequality
2024-08-30 13:21:23.856 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Career satisfaction and future intentions in the hospitality industry: An intrinsic or an extrinsic proposition?
2024-08-30 13:21:26.750 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Factors affecting employee turnover: the case of Lebanese retail companies
2024-08-30 13:21:27.575 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Using incentives to encourage healthy eating in children
2024-08-30 13:21:27.874 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Work expectations and other factors influencing male apprentices' intentions to quit their trade
2024-08-30 13:21:28.271 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Enhancing Employees' Motivation Amid the Crisis of COVID-19
2024-08-30 13:21:29.257 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Earnings functions and nonpecuniary benefits
2024-08-30 13:21:31.502 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Performance appraisal reappraised: It's not all positive
2024-08-30 13:21:31.851 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The economics and psychology of personality traits
2024-08-30 13:21:32.897 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for HR practices, affective commitment and creative task performance: a review and futuristic research agenda
2024-08-30 13:21:33.392 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Freelancers as part-time employees: Dimensions of FVP and FJS in E-lancing platforms
2024-08-30 13:21:33.744 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Employee engagement: a mediator between organizational inducements and industry loyalty among workers in the hospitality industry in Uganda
2024-08-30 13:21:38.061 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Exploring motivations in C hinese corporate expatriation through the lens of C onfucianism
2024-08-30 13:21:42.411 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The economics and psychology of cognitive and non-cognitive traits
2024-08-30 13:21:44.862 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Using behavioral insights to increase parental engagement
2024-08-30 13:21:45.644 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for ORGANIZATIONAL CULTURE AND JOB SATISFACTION, IN BANKING SECTOR–A REVIEW
2024-08-30 13:21:46.040 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Do altruistic mental health care providers have better treatment outcomes?
2024-08-30 13:21:47.410 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for K Peter Kuchinke
2024-08-30 13:21:47.821 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Health professionals working in remote A ustralia: a review of the literature
2024-08-30 13:21:52.555 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for W,. Wambua, P.(2017)
2024-08-30 13:21:54.584 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Organizational support and pro-organizational behaviors in hotel family-SMEs: The role of emotional intelligence
2024-08-30 13:21:54.868 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Relishing competence or avoiding the stretch assignment? Gender differences in what makes employees “love” work
2024-08-30 13:21:55.200 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Critical issues in managing age diversity in Australia
2024-08-30 13:21:55.653 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Transformational leadership and frontline managers work engagement, innovative work behavior, organizational citizenship behavior, and employee sustainability in …
2024-08-30 13:21:57.588 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Factors influencing the retention of international IT talent: an empirical investigation in Singapore
2024-08-30 13:21:57.878 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Comparing US and Russian management styles: the influence of cultures on cooperative business ventures
2024-08-30 13:21:58.309 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for From Kyoto to Kowloon: Cultural barriers to the transference of quality circles from Japan to Hong Kong
2024-08-30 13:21:59.012 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Motivating foodservice employees to follow safe food handling practices: Perspectives from a multigenerational workforce
2024-08-30 13:22:00.701 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of International Economics (14/25)
2024-08-30 13:22:02.705 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 1 results
2024-08-30 13:22:02.706 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for High-performance work system based on the AMO model, knowledge sharing, and employee performance in Vietnam's private firms
2024-08-30 13:22:06.801 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Labor Economics (15/25)
2024-08-30 13:22:08.913 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 8 results
2024-08-30 13:22:08.914 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Altruism or money? Reducing teacher sorting using behavioral strategies in Peru
2024-08-30 13:22:11.726 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for The Efficacy of Tournaments for Nonroutine Team Tasks
2024-08-30 13:22:12.076 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Happiness and productivity
2024-08-30 13:22:12.804 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Attribution and reciprocity in an experimental labor market
2024-08-30 13:22:14.452 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for When is social responsibility socially desirable?
2024-08-30 13:22:15.625 | INFO     | scholar_wizard.search.index:search:100 - Processing journal Journal of Political Economy (16/25)
2024-08-30 13:22:18.295 | INFO     | scholar_wizard.search.utils:search_google_scholar:47 - Found 20 results
2024-08-30 13:22:18.297 | DEBUG    | scholar_wizard.search.utils:search_google_scholar:100 - Downloading PDF for Moral incentives in credit card debt repayment: Evidence from a field experiment
