2024-08-28 19:04:42.701 | INFO     | __main__:main:11 - Initializing the literature search
2024-08-28 19:06:54.483 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Motivating collusion
2024-08-28 19:06:58.117 | INFO     | src.scholar:search_google_scholar:133 - Found 3 results for journal Journal of Financial Economics
2024-08-28 19:06:58.120 | INFO     | __main__:main:20 - Processing journal Journal of Economic Growth, Springer
2024-08-28 19:07:00.781 | INFO     | src.scholar:search_google_scholar:133 - Found 0 results for journal Journal of Economic Growth
2024-08-28 19:07:00.782 | INFO     | __main__:main:20 - Processing journal Journal of Economic Perspectives, American Economic Association
2024-08-28 19:07:02.719 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Nonmonetary incentives and the implications of work as a source of meaning
2024-08-28 19:07:03.155 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for When and why incentives (don't) work to modify behavior
2024-08-28 19:07:03.587 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Compensation and incentives in the workplace
2024-08-28 19:07:03.883 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Field experiments with firms
2024-08-28 19:07:04.194 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for What Policies Increase Prosocial Behavior? An Experiment with Referees at the Journal of Public Economics
2024-08-28 19:07:04.519 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Paying respect
2024-08-28 19:07:04.890 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Identity and the Economics of Organizations
2024-08-28 19:07:05.254 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Personnel economics: The economist's view of human resources
2024-08-28 19:07:05.551 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Cheating ourselves: The economics of tax evasion
2024-08-28 19:07:05.911 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Bonus payment and employee output in cement manufacturing companies in south-south, Nigeria
2024-08-28 19:07:10.300 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Reclaiming virtue ethics for economics
2024-08-28 19:07:10.669 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Determinants of sales force performance in mobile phone service providers
2024-08-28 19:07:12.530 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Market reasoning as moral reasoning: why economists should re-engage with political philosophy
2024-08-28 19:07:12.828 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for For love or money—or both?
2024-08-28 19:07:13.138 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Addressing absence
2024-08-28 19:07:13.428 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Producing organ donors
2024-08-28 19:07:13.721 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Labor economics and the psychology of organizations
2024-08-28 19:07:14.116 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Factors affecting career choice among undergraduate students in Univeritas Indonesia
2024-08-28 19:07:15.677 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for For Love or Money-Or Both?
2024-08-28 19:07:26.469 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The implications of grading policies for student course choice
2024-08-28 19:07:26.909 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The tenuous attachments of working-class men
2024-08-28 19:07:27.211 | INFO     | src.scholar:search_google_scholar:133 - Found 22 results for journal Journal of Economic Perspectives
2024-08-28 19:07:27.212 | INFO     | __main__:main:20 - Processing journal Journal of Finance, American Finance Association
2024-08-28 19:07:28.982 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The impact of awards on intrinsic motivation and job satisfaction of multi-level marketing members in riau islands province, Indonesia
2024-08-28 19:07:29.596 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Compensation and incentives: Practice vs. theory
2024-08-28 19:07:30.746 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Effect of compensation strategy on corporate performance: Evidence from Nigerian firms
2024-08-28 19:07:31.096 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Evaluating stock trading behaviour: Information sources nexus through intrinsic and extrinsic motivation
2024-08-28 19:07:31.940 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Performance based compensation and firm value of commercial banks in Nigeria
2024-08-28 19:07:32.251 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Crowdfunding tax incentives in Europe: a comparative analysis
2024-08-28 19:07:32.550 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Factors that affect students' career choice in accounting: A case of Bahir Dar University students
2024-08-28 19:07:34.563 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Antecedents of Salesforce Motivation: A Review of Studies
2024-08-28 19:07:36.850 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Analysis of teachers' motivation on the overall performance of public basic school in the Wa Municipality
2024-08-28 19:07:37.282 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Effect of Motivation, Leadership and Organizational Culture on Employee Performance during the COVID-19 Pandemic
2024-08-28 19:07:38.467 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Publication Process Date
2024-08-28 19:07:39.106 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Motivation as a management tool for health workers' productivity in Nigeria
2024-08-28 19:07:39.537 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Board Inclusion in Financial Reporting and Dividend Policy: Evidence from Static and Dynamic Panel VAR Models
2024-08-28 19:07:40.771 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The use of performance information by local government stakeholders in Tanzania
2024-08-28 19:07:41.208 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Effect of Human Resources Practice and Organizational Commitment on Accountability of Rural Entity
2024-08-28 19:07:41.689 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Determination the Impact Professional Skepticism and Interpersonal Trust, with Considering the of Organizational Behavior Characteristics on Auditors Job Durability
2024-08-28 19:07:42.271 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Cryptocurrencies: A survey on acceptance, governance and market dynamics
2024-08-28 19:07:42.572 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The effect of workplace safety on the performance of Enugu state electricity distribution company
2024-08-28 19:07:45.358 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Factors affecting adoption of internet banking: A study of Jammu and Kashmir with special reference to J & K Bank
2024-08-28 19:07:45.757 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Equity valuation approach based on accounting variables
2024-08-28 19:07:46.165 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Perceived benefit analysis of sales promotion: a case of consumer durables
2024-08-28 19:07:46.489 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Human resources-change agents for motivating and retaining Employees
2024-08-28 19:07:46.903 | INFO     | src.scholar:search_google_scholar:133 - Found 24 results for journal Journal of Finance
2024-08-28 19:07:46.904 | INFO     | __main__:main:20 - Processing journal Review of Economic Studies, Oxford University Press
2024-08-28 19:07:48.758 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Intrinsic and extrinsic motivation
2024-08-28 19:07:49.643 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentives for unaware agents
2024-08-28 19:07:50.695 | INFO     | src.scholar:search_google_scholar:133 - Found 2 results for journal Review of Economic Studies
2024-08-28 19:07:50.697 | INFO     | __main__:main:20 - Processing journal Review of Financial Studies, Society for Financial Studies
2024-08-28 19:07:52.899 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Decentralizing money: Bitcoin prices and blockchain security
2024-08-28 19:07:53.447 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal Review of Financial Studies
2024-08-28 19:07:53.450 | INFO     | __main__:main:20 - Processing journal Journal of Monetary Economics, Elsevier
2024-08-28 19:07:55.013 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Morale hazard
2024-08-28 19:07:57.059 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Could making banks hold only liquid assets induce bank runs?
2024-08-28 19:07:57.462 | INFO     | src.scholar:search_google_scholar:133 - Found 2 results for journal Journal of Monetary Economics
2024-08-28 19:07:57.463 | INFO     | __main__:main:20 - Processing journal The Review of Economics and Statistics, MIT Press
2024-08-28 19:07:58.784 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentives to learn
2024-08-28 19:08:00.744 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal The Review of Economics and Statistics
2024-08-28 19:08:00.747 | INFO     | __main__:main:20 - Processing journal Journal of Econometrics, Elsevier
2024-08-28 19:08:02.531 | INFO     | src.scholar:search_google_scholar:133 - Found 0 results for journal Journal of Econometrics
2024-08-28 19:08:02.532 | INFO     | __main__:main:20 - Processing journal American Economic Journal: Macroeconomics, American Economic Association
2024-08-28 19:08:04.151 | INFO     | src.scholar:search_google_scholar:133 - Found 0 results for journal American Economic Journal: Macroeconomics
2024-08-28 19:08:04.151 | INFO     | __main__:main:20 - Processing journal Renewable and Sustainable Energy Reviews, Elsevier
2024-08-28 19:08:05.956 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Crowdfunding for renewable and sustainable energy projects: An exploratory case study approach
2024-08-28 19:08:11.664 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Household energy use: Applying behavioural economics to understand consumer decision-making and behaviour
2024-08-28 19:08:12.273 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Green building incentives: A review
2024-08-28 19:08:15.805 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Assessing the socio-demographic, technical, economic and behavioral factors of Nordic electric vehicle adoption and the influence of vehicle-to-grid preferences
2024-08-28 19:08:19.326 | INFO     | src.scholar:search_google_scholar:133 - Found 12 results for journal Renewable and Sustainable Energy Reviews
2024-08-28 19:08:19.329 | INFO     | __main__:main:20 - Processing journal Journal of Labor Economics, University of Chicago Press
2024-08-28 19:08:20.957 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Altruism or money? Reducing teacher sorting using behavioral strategies in Peru
2024-08-28 19:08:23.036 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The Efficacy of Tournaments for Nonroutine Team Tasks
2024-08-28 19:08:23.339 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Happiness and productivity
2024-08-28 19:08:23.890 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Attribution and reciprocity in an experimental labor market
2024-08-28 19:08:24.452 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for When is social responsibility socially desirable?
2024-08-28 19:08:25.670 | INFO     | src.scholar:search_google_scholar:133 - Found 8 results for journal Journal of Labor Economics
2024-08-28 19:08:25.672 | INFO     | __main__:main:20 - Processing journal Journal of the European Economic Association, European Economic Association
2024-08-28 19:08:27.613 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal Journal of the European Economic Association
2024-08-28 19:08:27.614 | INFO     | __main__:main:20 - Processing journal Journal of International Economics, Elsevier
2024-08-28 19:08:29.182 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for High-performance work system based on the AMO model, knowledge sharing, and employee performance in Vietnam's private firms
2024-08-28 19:08:31.816 | INFO     | src.scholar:search_google_scholar:133 - Found 1 results for journal Journal of International Economics
2024-08-28 19:08:31.818 | INFO     | __main__:main:20 - Processing journal American Economic Journal: Applied Economics, American Economic Association
2024-08-28 19:08:33.831 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Long-run effects of temporary incentives on medical care productivity
2024-08-28 19:08:35.103 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Long-Term Effects of Temporary Incentives on Productivity in Medical Care Clinics
2024-08-28 19:08:35.225 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Medium-and long-term educational consequences of alternative conditional cash transfer designs: Experimental evidence from Colombia
2024-08-28 19:08:35.897 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Reducing child mortality in the last mile: experimental evidence on community health promoters in Uganda
2024-08-28 19:08:37.025 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Incentivizing safer sexual behavior: evidence from a lottery experiment on HIV prevention
2024-08-28 19:08:38.074 | INFO     | src.scholar:search_google_scholar:133 - Found 6 results for journal American Economic Journal: Applied Economics
2024-08-28 19:08:38.076 | INFO     | __main__:main:20 - Processing journal Economic Policy, CEPR;CES;MSH
2024-08-28 19:08:40.859 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Extrinsic and intrinsic motivations for tax compliance: Evidence from a field experiment in Germany
2024-08-28 19:08:42.405 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Moral suasion and economic incentives: Field experimental evidence from energy demand
2024-08-28 19:08:43.586 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The behavioralist goes to school: Leveraging behavioral economics to improve educational performance
2024-08-28 19:08:44.739 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Payment choice, image motivation and contributions to charity: evidence from a field experiment
2024-08-28 19:08:45.913 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Will there be blood? Incentives and displacement effects in pro-social behavior
2024-08-28 19:08:46.563 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for The importance of intrinsic and exrinsic motivation for measuring IQ
2024-08-28 19:08:47.524 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Revised version published in American Economic Journal: Economic Policy, 2018, 10 (1)
2024-08-28 19:08:49.248 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Can small incentives have large effects? The impact of taxes versus bonuses on disposable bag use
2024-08-28 19:08:51.448 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Employees' reaction to gender pay transparency: an online experiment
2024-08-28 19:08:51.998 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Impact of culture on work motivation: Case of Bosnia and Herzegovina
2024-08-28 19:08:54.746 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for PERFORMANCE MANAGEMENT OF ACADEMIC STAFF ON THE EXAMPLE OF THE FACULTIES OF ECONOMICS IN UNIVERSITY OF TARTU AND IN …
2024-08-28 19:08:57.418 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Organisational form and individual motivation: public ownership, privatisation and fat cats
2024-08-28 19:08:58.100 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Performance Management of Academic Staff on the Example of the Faculties of Economics in University of Tartu and in Tallinn University of Technology
2024-08-28 19:08:58.858 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Guide to reform of higher education: a European perspective
2024-08-28 19:08:59.288 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Using Technology to Promote Participation in Emerging Democracies: VIP: Voice and the 2014 South African Election
2024-08-28 19:08:59.750 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Asymmetric incentives in subsidies: Evidence from a large-scale electricity rebate program
2024-08-28 19:09:00.872 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Public policy for a knowledge economy
2024-08-28 19:09:03.832 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Tax simplification and tax compliance: An economic perspective
2024-08-28 19:09:04.691 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Implicit preferences
2024-08-28 19:09:05.398 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Emerging and near future challenges of higher education in East Asia
2024-08-28 19:09:05.714 | DEBUG    | src.scholar:search_google_scholar:89 - Downloading PDF for Knowledge in the modern economy
